Program Estimation_on_SFS_with_SLiM.py results:

Command line arguments:
=======================
	fix_theta_ratio: None
	usebasinhopping: False
	densityof2Ns: lognormal
	foldstatus: isfolded
	optimizetries: 5
	ntrials: 50
	plotfilelabel: 
	max2Ns: 1.0
	nc: 200
	seed: 1
	DEBUGMODE: False
	output_dir: ./Results_SFS_with_SLiM
	slim_SFSs_dir: ../../slimwork/constant_lognormal
	use_misspec: False
	thetaS: None
	thetaN: None
	use_theta_ratio: True
	csfsprefix: None
	maxi: None
	commandstring: -d lognormal -f isfolded -i 5 -k 50 -n 200 -W ../../slimwork/constant_lognormal -O ./Results_SFS_with_SLiM
	estimatemax2Ns: False

Compare simulated and fitted SFS:
=================================
Params:0.3 0.5 Trial#1:	Nsim	Ssim	Ratiosim	Nfit	Sfit	Ratiofit
		0	0.0	0.0	inf	0	0	inf
		1	2965.0	1021.0	0.344	2946.267053721966	1016.0563073260718	0.345
		2	1458.0	515.0	0.353	1480.5735951784627	501.6686822404226	0.339
		3	989.0	331.0	0.335	992.0594647896299	330.7995077876168	0.333
		4	750.0	255.0	0.34	747.8407445034072	245.7425158264753	0.329
		5	644.0	209.0	0.325	601.3406601955603	194.96696087108188	0.324
		6	489.0	157.0	0.321	503.70029526689973	161.30275811588373	0.32
		7	449.0	141.0	0.314	433.980121162599	137.39589452597326	0.317
		8	376.0	135.0	0.359	381.71038000694745	119.57253892457076	0.313
		9	294.0	99.0	0.337	341.07454548613805	105.79391783989279	0.31
		10	310.0	82.0	0.265	308.5827072056165	94.83838335853375	0.307
		11	285.0	83.0	0.291	282.01401812923103	85.92970698549874	0.305
		12	278.0	96.0	0.345	259.88791830260254	78.55128338908662	0.302
		13	238.0	71.0	0.298	241.17940916934236	72.34612647308765	0.3
		14	228.0	70.0	0.307	225.15635318382152	67.05975303525449	0.298
		15	174.0	64.0	0.368	211.2818535822239	62.50593373859916	0.296
		16	161.0	60.0	0.373	199.1532417427552	58.545302619549396	0.294
		17	196.0	63.0	0.321	188.4625984219451	55.07152733088739	0.292
		18	195.0	54.0	0.277	178.970434582012	52.00209758032818	0.291
		19	169.0	75.0	0.444	170.48768353901463	49.272028679467255	0.289
		20	169.0	45.0	0.266	162.8630954696309	46.829458705122505	0.288
		21	145.0	49.0	0.338	155.97423349046855	44.63250717333958	0.286
		22	139.0	38.0	0.273	149.72092535512544	42.646993167718584	0.285
